case_id,label,outcome,customer_id,target_txn_id,target_selection,opened_at,closed_at,target_ts,target_after_case_open,risk_score,amount,channel,ProductCD,strong_evidence_count,medium_evidence_count,weak_evidence_count,not_material_evidence_count,supporting_evidence_count,contradicting_evidence_count,context_evidence_count,strong_support_count,medium_support_count,weak_support_count,strong_contradiction_count,medium_contradiction_count,weak_contradiction_count,independent_evidence_count,independent_evidence_groups,contradiction_count,card_testing,cnp,cnp_new_device,account_takeover,out_of_region,new_device,proxy_network,channel_novelty,product_novelty,out_of_region_behavior,repeated_historical_abuse,shared_device_profile,card_testing_strength,cnp_strength,cnp_new_device_strength,account_takeover_strength,out_of_region_strength,new_device_strength,proxy_network_strength,channel_novelty_strength,product_novelty_strength,out_of_region_behavior_strength,email_novelty_strength,post_flagged_activity_strength,shared_device_profile_strength,historical_case_strength,historical_cleared_signal,repeated_historical_abuse_strength,historical_case_count,historical_confirmed_count,historical_cleared_count,shared_device_customer_count,shared_device_other_customer_count,shared_device_transaction_count,device_profile_specificity,txn_count_24h,txn_count_48h,txn_count_7d,txn_count_30d,online_count_24h,online_count_48h,online_count_7d,in_person_count_7d,small_auth_count_24h,small_auth_count_48h,small_auth_count_7d,post_flagged_activity_until_case_open,is_new_region,home_activity_continues,modal_home_region_proxy,purchaser_email_seen_before,recipient_email_seen_before,email_novelty,feature_cutoff
CC-3438,1,confirmed_fraud,C03047,3263742,first_fraud_txn_id,2016-09-13 20:22:46,2016-09-16 17:22:46,2016-09-13 17:22:46,False,0.96,249.95,online,R,3,2,2,0,4,1,2,3,1,0,0,1,0,3,behavioral_identity|historical|identity_device,1,0,0,0,1,0,1,0,0,0,0,1,1,,,,strong,,medium,,,,,,weak,weak,strong,medium,strong,9,8,1,4,3,5,4,13,21,59,313,4,5,11,48,0,0,0,1,0,0,,1,1,0,2016-09-13 20:22:46
CC-3439,1,confirmed_fraud,C09933,3255549,first_fraud_txn_id,2016-09-13 20:39:39,2016-09-16 00:39:39,2016-09-10 20:18:59,False,0.15,58.96,in_person,W,2,1,2,0,2,1,2,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,medium,strong,10,9,1,0,0,0,0,54,66,147,499,1,1,5,142,0,0,0,39,0,1,264.0,1,0,1,2016-09-13 20:39:39
CC-3440,1,confirmed_fraud,C04034,3259942,first_fraud_txn_id,2016-09-13 20:58:14,2016-09-18 17:58:14,2016-09-12 05:46:13,False,0.28,29.67,online,C,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,medium,strong,11,10,1,0,0,0,1,10,16,29,171,10,16,29,0,0,0,0,6,0,0,,1,1,0,2016-09-13 20:58:14
CC-3441,1,confirmed_fraud,C09471,3261977,first_fraud_txn_id,2016-09-13 21:03:09,2016-09-18 00:03:09,2016-09-12 23:19:58,False,0.2,49.0,in_person,W,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,medium,strong,12,11,1,0,0,0,0,18,29,69,242,1,1,1,68,0,0,0,14,0,1,472.0,0,0,0,2016-09-13 21:03:09
CC-3442,1,confirmed_fraud,C12111,3262415,first_fraud_txn_id,2016-09-13 21:20:11,2016-09-15 01:20:11,2016-09-13 01:20:11,False,0.08,211.0,in_person,W,2,0,1,0,2,0,1,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,,,strong,,strong,9,9,0,0,0,0,0,2,3,5,19,0,0,0,5,0,0,0,0,0,0,191.0,1,0,1,2016-09-13 21:20:11
CC-3443,1,confirmed_fraud,C04258,3260574,first_fraud_txn_id,2016-09-13 21:43:20,2016-09-18 16:43:20,2016-09-12 16:27:48,False,0.76,174.99,online,R,0,3,3,0,2,1,3,0,2,0,0,1,0,2,behavioral_identity|behavioral_pattern,1,0,1,0,1,0,0,0,0,0,0,0,1,,medium,,medium,,,,,,,,weak,weak,weak,medium,,1,0,1,44,43,73,4,3,5,5,19,2,2,2,3,0,0,0,1,0,0,,1,1,0,2016-09-13 21:43:20
CC-3444,1,confirmed_fraud,C07901,3261843,first_fraud_txn_id,2016-09-13 23:03:35,2016-09-17 23:03:35,2016-09-12 22:39:22,False,0.68,175.09,online,R,0,2,3,0,1,1,3,0,1,0,0,1,0,1,behavioral_pattern,1,0,1,0,0,0,0,0,0,0,0,0,1,,medium,,,,,,,,,,weak,weak,weak,medium,,1,0,1,4,3,5,4,2,2,3,10,2,2,2,1,0,0,0,1,0,0,,1,1,0,2016-09-13 23:03:35
CC-3445,1,confirmed_fraud,C04759,3261299,first_fraud_txn_id,2016-09-13 23:12:13,2016-09-18 20:12:13,2016-09-12 20:12:13,False,0.84,99.94,online,H,0,1,3,0,0,1,3,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,weak,,weak,weak,medium,,1,0,1,105,104,171,4,1,1,1,2,1,1,1,0,0,0,0,0,0,0,,1,0,1,2016-09-13 23:12:13
CC-3446,1,confirmed_fraud,C00938,3264686,first_fraud_txn_id,2016-09-14 00:29:57,2016-09-19 22:29:57,2016-09-13 22:07:30,False,0.84,10.06,online,S,3,3,2,0,6,0,2,3,3,0,0,0,0,5,behavioral_identity|behavioral_pattern|historical|identity_network|network,0,0,1,0,1,0,0,1,0,0,0,1,1,,medium,,strong,,,medium,,,,weak,weak,medium,strong,,strong,4,4,0,2,1,5,3,5,5,5,7,4,4,4,1,0,0,0,3,0,0,,0,1,1,2016-09-14 00:29:57
CC-3447,1,confirmed_fraud,C06962,3258704,first_fraud_txn_id,2016-09-14 01:43:07,2016-09-19 12:43:07,2016-09-11 21:30:03,False,0.71,15.08,online,S,3,1,3,0,4,0,3,3,1,0,0,0,0,3,behavioral_identity|historical|identity_device,0,0,0,0,1,0,1,0,0,0,0,1,1,,,,strong,,medium,,,,,weak,weak,weak,strong,,strong,13,13,0,113,112,210,4,22,29,58,179,4,5,10,48,0,0,0,16,0,0,,0,1,1,2016-09-14 01:43:07
CC-3448,1,confirmed_fraud,C11388,3259142,first_fraud_txn_id,2016-09-14 01:49:01,2016-09-15 02:49:01,2016-09-11 23:41:50,False,0.58,94.94,online,S,2,3,2,0,4,1,2,2,2,0,0,1,0,3,historical|identity_device|network,1,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,medium,,,,,weak,weak,medium,strong,medium,strong,4,3,1,3,2,9,3,11,11,12,16,11,11,12,0,0,0,0,10,0,0,,0,1,1,2016-09-14 01:49:01
CC-3449,1,confirmed_fraud,C02250,3258427,first_fraud_txn_id,2016-09-14 01:59:32,2016-09-15 22:59:32,2016-09-11 20:03:49,False,0.22,54.05,in_person,W,2,1,2,0,2,1,2,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,medium,strong,13,12,1,0,0,0,0,26,38,95,331,1,2,7,88,0,0,0,21,0,1,325.0,1,0,1,2016-09-14 01:59:32
CC-3450,1,confirmed_fraud,C06630,3256420,first_fraud_txn_id,2016-09-14 02:15:48,2016-09-18 23:15:48,2016-09-11 00:18:02,False,0.75,49.92,online,C,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,medium,strong,15,14,1,0,0,0,1,21,26,55,161,21,26,55,0,0,0,0,19,0,0,,1,1,0,2016-09-14 02:15:48
CC-3451,1,confirmed_fraud,C11031,3265265,first_fraud_txn_id,2016-09-14 02:46:06,2016-09-19 00:46:06,2016-09-14 00:46:06,False,0.63,44.51,in_person,W,2,0,1,0,2,0,1,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,,,strong,,strong,8,8,0,0,0,0,0,10,25,88,364,0,0,0,88,0,0,0,0,0,0,325.0,1,0,1,2016-09-14 02:46:06
CC-3452,1,confirmed_fraud,C02715,3262604,first_fraud_txn_id,2016-09-14 03:07:55,2016-09-15 03:07:55,2016-09-13 02:35:10,False,0.81,92.43,online,C,0,2,3,0,2,0,3,0,2,0,0,0,0,2,behavioral_pattern|historical,0,0,1,0,0,0,0,0,0,0,0,0,1,,medium,,,,,,,,,weak,weak,weak,medium,,,1,1,0,22,21,49,2,3,3,3,5,3,3,3,0,0,0,0,2,0,0,,0,0,1,2016-09-14 03:07:55
CC-3453,1,confirmed_fraud,C09799,3261550,first_fraud_txn_id,2016-09-14 03:19:26,2016-09-18 21:19:26,2016-09-12 21:19:26,False,0.8,225.94,in_person,W,0,1,2,0,1,0,2,0,1,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,medium,,,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,0,1,0,1,485.0,1,0,1,2016-09-14 03:19:26
CC-3454,1,confirmed_fraud,C02231,3264140,first_fraud_txn_id,2016-09-14 04:24:54,2016-09-17 19:24:54,2016-09-13 19:24:54,False,0.77,300.05,online,R,3,3,2,0,5,1,2,3,2,0,0,1,0,4,behavioral_identity|behavioral_pattern|historical|identity_network,1,0,1,0,1,0,0,1,0,0,0,1,1,,medium,,strong,,,medium,,,,,weak,weak,strong,medium,strong,9,8,1,34,33,47,3,6,9,23,109,3,4,14,9,0,0,0,4,0,0,,1,1,0,2016-09-14 04:24:54
CC-3455,1,confirmed_fraud,C11398,3264570,first_fraud_txn_id,2016-09-14 04:32:28,2016-09-16 21:32:28,2016-09-13 21:32:28,False,0.45,274.97,online,R,0,0,4,0,2,0,2,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,weak,weak,,weak,,weak,,,,0,0,0,9,8,10,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,1,2016-09-14 04:32:28
CC-3456,1,confirmed_fraud,C13354,3263485,first_fraud_txn_id,2016-09-14 04:57:38,2016-09-19 15:57:38,2016-09-13 15:57:38,False,0.69,59.06,in_person,W,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,,,,,,0,0,0,0,0,0,0,1,4,13,54,0,0,1,12,0,0,0,0,0,0,325.0,1,0,1,2016-09-14 04:57:38
CC-3457,1,confirmed_fraud,C04844,3263855,first_fraud_txn_id,2016-09-14 05:11:50,2016-09-17 18:11:50,2016-09-13 17:50:41,False,0.37,335.06,in_person,W,0,1,2,0,1,0,2,0,1,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,medium,,,1,1,0,0,0,0,0,2,2,5,19,0,0,0,5,0,0,0,1,0,0,330.0,1,0,1,2016-09-14 05:11:50
CC-3458,0,cleared,C07867,3265193,first_txn_ids,2016-09-14 08:24:21,2016-09-15 00:24:21,2016-09-14 00:24:21,False,0.92,1308.45,in_person,W,2,0,2,0,2,0,2,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,,strong,9,9,0,0,0,0,0,19,40,126,563,1,1,2,124,0,0,0,2,0,1,123.0,1,0,1,2016-09-14 08:24:21
CC-3459,1,confirmed_fraud,C13389,3265023,first_fraud_txn_id,2016-09-14 08:44:21,2016-09-18 00:44:21,2016-09-13 23:41:40,False,0.85,112.93,in_person,W,2,0,1,0,2,0,1,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,,strong,2,2,0,0,0,0,0,2,2,3,3,0,0,0,3,0,0,0,1,0,1,512.0,0,0,0,2016-09-14 08:44:21
CC-3460,1,confirmed_fraud,C13349,3264288,first_fraud_txn_id,2016-09-14 08:48:22,2016-09-18 02:48:22,2016-09-13 20:05:54,False,0.19,42.79,online,C,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,,weak,weak,,,,0,0,0,80,79,298,2,2,3,3,9,2,3,3,0,0,0,0,1,0,0,,1,1,0,2016-09-14 08:48:22
CC-3461,1,confirmed_fraud,C12509,3246719,first_fraud_txn_id,2016-09-14 08:54:50,2016-09-17 04:54:50,2016-09-07 20:32:59,False,0.78,100.07,online,S,1,3,3,0,4,0,3,1,3,0,0,0,0,4,behavioral_identity|historical|identity_device|identity_network,0,0,0,0,1,0,1,1,0,0,0,0,1,,,,strong,,medium,medium,,,,weak,weak,weak,medium,,,1,1,0,6,5,28,3,18,18,22,25,17,17,20,2,0,0,0,17,0,0,,0,1,1,2016-09-14 08:54:50
CC-3462,1,confirmed_fraud,C13081,3263337,first_fraud_txn_id,2016-09-14 08:57:37,2016-09-18 14:57:37,2016-09-13 14:57:37,False,0.78,87.08,in_person,W,2,0,0,0,2,0,0,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,strong,,strong,8,8,0,0,0,0,0,2,2,5,13,0,0,0,5,0,0,0,0,0,0,325.0,0,0,0,2016-09-14 08:57:37
CC-3463,0,cleared,C11005,3265897,first_txn_ids,2016-09-14 09:14:34,2016-09-15 06:14:34,2016-09-14 06:14:34,False,0.93,20.06,online,S,0,4,3,0,4,0,3,0,4,0,0,0,0,3,behavioral_pattern|historical|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,weak,weak,medium,,,1,1,0,39,38,56,4,3,3,7,20,3,3,5,2,0,0,0,2,0,0,,0,1,1,2016-09-14 09:14:34
CC-3464,1,confirmed_fraud,C00889,3264087,first_fraud_txn_id,2016-09-14 09:14:48,2016-09-19 19:14:48,2016-09-13 19:09:51,False,0.93,124.98,online,R,3,4,2,0,6,1,2,3,3,0,0,1,0,4,behavioral_identity|behavioral_pattern|historical|identity_device,1,0,1,1,1,0,1,0,0,0,0,1,1,,medium,medium,strong,,medium,,,,,,weak,weak,strong,medium,strong,12,11,1,46,45,75,4,22,47,135,493,4,4,7,128,0,0,0,14,0,0,,1,1,0,2016-09-14 09:14:48
CC-3465,0,cleared,C11847,3265715,first_txn_ids,2016-09-14 09:32:53,2016-09-17 03:32:53,2016-09-14 03:32:53,False,0.88,19.32,online,C,2,1,0,0,3,0,0,2,1,0,0,0,0,2,historical|identity_device,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,medium,,,,,,,,strong,,strong,8,8,0,0,0,0,2,2,9,31,129,2,9,31,0,0,0,1,0,0,0,,1,1,0,2016-09-14 09:32:53
CC-3466,1,confirmed_fraud,C05560,3263274,first_fraud_txn_id,2016-09-14 09:33:00,2016-09-18 14:33:00,2016-09-13 14:33:00,False,0.23,200.05,online,R,3,2,2,0,4,1,2,3,1,0,0,1,0,3,behavioral_identity|historical|identity_device,1,0,0,0,1,0,1,0,0,0,0,1,1,,,,strong,,medium,,,,,,weak,weak,strong,medium,strong,5,4,1,11,10,15,4,10,16,37,136,4,10,29,8,0,0,0,3,0,0,,1,1,0,2016-09-14 09:33:00
CC-3467,1,confirmed_fraud,C07518,3265865,first_fraud_txn_id,2016-09-14 09:43:54,2016-09-19 05:43:54,2016-09-14 05:30:35,False,0.88,58.91,in_person,W,2,1,2,0,2,1,2,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,medium,strong,8,7,1,0,0,0,0,8,16,27,115,0,2,2,25,0,0,0,1,0,0,299.0,1,0,1,2016-09-14 09:43:54
CC-3468,1,confirmed_fraud,C10553,3265506,first_fraud_txn_id,2016-09-14 10:09:34,2016-09-17 02:09:34,2016-09-14 02:09:34,False,0.31,311.89,in_person,W,2,1,2,0,2,1,2,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,medium,strong,6,5,1,0,0,0,0,5,11,22,96,1,1,2,20,0,0,0,1,0,0,299.0,1,0,1,2016-09-14 10:09:34
CC-3469,1,confirmed_fraud,C11522,3258722,first_fraud_txn_id,2016-09-14 10:57:08,2016-09-15 14:57:08,2016-09-11 21:36:00,False,0.63,335.01,in_person,W,2,1,2,0,2,1,2,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,medium,strong,6,5,1,0,0,0,0,27,39,71,180,2,2,2,69,0,0,0,20,0,1,231.0,1,0,1,2016-09-14 10:57:08
CC-3470,1,confirmed_fraud,C00750,3249046,first_fraud_txn_id,2016-09-14 11:42:58,2016-09-18 15:42:58,2016-09-08 17:20:11,False,0.8,50.07,online,S,2,2,3,0,3,1,3,2,1,0,0,1,0,2,behavioral_identity|historical,1,0,0,0,1,0,0,0,0,0,0,1,1,,,,medium,,,,,,,weak,weak,weak,strong,medium,strong,11,10,1,52,51,74,4,131,148,245,764,28,33,52,193,0,0,0,111,0,0,,0,1,1,2016-09-14 11:42:58
CC-3471,1,confirmed_fraud,C06988,3262962,first_fraud_txn_id,2016-09-14 12:14:18,2016-09-17 07:14:18,2016-09-13 06:58:17,False,0.65,86.85,online,C,2,0,1,0,2,0,1,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,,strong,3,3,0,0,0,0,1,6,6,12,19,6,6,12,0,0,0,1,4,0,0,,1,1,0,2016-09-14 12:14:18
CC-3472,1,confirmed_fraud,C01109,3264551,first_fraud_txn_id,2016-09-14 15:26:39,2016-09-16 21:26:39,2016-09-13 21:26:39,False,0.47,275.06,online,R,2,2,2,0,4,0,2,2,2,0,0,0,0,3,behavioral_identity|behavioral_pattern|historical,0,0,1,0,1,0,0,0,0,0,0,1,1,,medium,,medium,,,,,,,,weak,weak,strong,,strong,11,11,0,9,8,10,4,36,48,134,606,2,2,7,127,0,0,0,17,0,0,,1,1,0,2016-09-14 15:26:39
CC-3473,1,confirmed_fraud,C05245,3263004,first_fraud_txn_id,2016-09-14 15:28:16,2016-09-15 09:28:16,2016-09-13 09:28:16,False,0.36,449.99,online,H,3,2,1,0,4,1,1,3,1,0,0,1,0,3,behavioral_identity|historical|identity_device,1,0,0,0,1,0,1,0,0,0,0,1,0,,,,strong,,medium,,,,,,weak,,strong,medium,strong,15,14,1,0,0,0,4,78,104,293,1043,5,6,23,270,0,0,0,52,0,0,,1,1,0,2016-09-14 15:28:16
CC-3474,1,confirmed_fraud,C00728,3263147,first_fraud_txn_id,2016-09-14 15:29:23,2016-09-17 13:29:23,2016-09-13 13:29:23,False,0.63,30.99,in_person,W,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,,,strong,medium,strong,11,10,1,0,0,0,0,4,6,24,74,0,0,0,24,0,0,0,0,0,0,330.0,1,0,1,2016-09-14 15:29:23
CC-3475,0,cleared,C10045,3266298,first_txn_ids,2016-09-14 15:59:09,2016-09-15 14:59:09,2016-09-14 14:59:09,False,0.85,15.05,online,S,1,2,1,0,3,0,1,1,2,0,0,0,0,3,behavioral_identity|historical|identity_device,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,strong,,medium,,,,,weak,,,medium,,,1,1,0,0,0,0,3,2,2,3,20,1,1,1,2,0,0,0,0,0,0,,0,1,1,2016-09-14 15:59:09
CC-3476,1,confirmed_fraud,C01982,3262255,first_fraud_txn_id,2016-09-14 17:18:04,2016-09-17 11:18:04,2016-09-13 00:34:21,False,0.45,48.91,in_person,W,2,0,2,0,2,0,2,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,,strong,10,10,0,0,0,0,0,40,63,143,479,0,2,4,139,0,0,0,24,0,1,325.0,1,0,1,2016-09-14 17:18:04
CC-3477,1,confirmed_fraud,C01910,3262969,first_fraud_txn_id,2016-09-14 17:44:29,2016-09-19 17:44:29,2016-09-13 07:11:48,False,0.4,116.99,in_person,W,0,0,4,0,2,0,2,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,weak,weak,,weak,weak,,,,,0,0,0,0,0,0,0,4,4,4,4,0,0,0,4,0,0,0,3,1,0,,0,0,1,2016-09-14 17:44:29
CC-3478,1,confirmed_fraud,C11642,3265472,first_fraud_txn_id,2016-09-14 17:56:31,2016-09-16 01:56:31,2016-09-14 01:56:31,False,0.94,16.36,online,C,2,3,0,0,5,0,0,2,3,0,0,0,0,3,behavioral_pattern|historical|identity_device,0,0,1,1,0,0,1,0,0,0,0,1,0,,medium,medium,,,medium,,,,,,,,strong,,strong,4,4,0,0,0,0,1,2,2,2,14,2,2,2,0,0,0,0,0,0,0,,1,1,0,2016-09-14 17:56:31
CC-3479,1,confirmed_fraud,C10149,3265629,first_fraud_txn_id,2016-09-14 19:48:35,2016-09-19 02:48:35,2016-09-14 02:48:35,False,0.16,150.06,online,R,0,5,4,0,5,1,3,0,4,1,0,1,0,3,behavioral_pattern|identity_device|identity_network,1,0,1,1,0,0,1,1,0,1,0,0,1,,medium,medium,,,medium,medium,,weak,,,weak,weak,weak,medium,,1,0,1,19,18,25,4,2,2,6,20,2,2,5,1,0,0,0,1,0,0,,1,1,0,2016-09-14 19:48:35
CC-3480,1,confirmed_fraud,C08256,3264631,first_fraud_txn_id,2016-09-14 19:50:24,2016-09-17 21:50:24,2016-09-13 21:50:24,False,0.2,225.96,in_person,W,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,medium,strong,6,5,1,0,0,0,0,8,12,36,153,1,1,1,35,0,0,0,1,0,1,325.0,0,0,0,2016-09-14 19:50:24
CC-3481,1,confirmed_fraud,C10757,3265578,first_fraud_txn_id,2016-09-14 20:31:19,2016-09-19 02:31:19,2016-09-14 02:31:19,False,0.21,142.05,in_person,W,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,,,strong,medium,strong,3,2,1,0,0,0,0,4,5,10,66,0,0,0,10,0,0,0,0,0,0,299.0,1,0,1,2016-09-14 20:31:19
CC-3482,0,cleared,C04125,3266180,first_txn_ids,2016-09-14 22:15:59,2016-09-16 14:15:59,2016-09-14 14:15:59,False,0.97,1440.08,in_person,W,2,0,2,0,2,0,2,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,,strong,2,2,0,0,0,0,0,103,186,557,2300,5,12,22,535,0,0,0,23,0,1,204.0,1,0,1,2016-09-14 22:15:59
CC-3483,1,confirmed_fraud,C07981,3264780,first_fraud_txn_id,2016-09-14 22:32:10,2016-09-16 22:32:10,2016-09-13 22:32:10,False,0.03,231.98,online,C,2,2,1,0,3,1,1,2,1,0,0,1,0,2,behavioral_pattern|historical,1,0,1,0,0,0,0,0,0,0,0,1,0,,medium,,,,,,,,,,weak,,strong,medium,strong,10,9,1,0,0,0,0,4,4,9,40,4,4,9,0,0,0,0,1,0,0,,1,1,0,2016-09-14 22:32:10
CC-3484,0,cleared,C08044,3267451,first_txn_ids,2016-09-14 22:57:25,2016-09-17 20:57:25,2016-09-14 20:57:25,False,0.86,149.98,online,R,0,1,2,0,2,0,1,0,1,1,0,0,0,1,identity_device,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,medium,,,weak,,weak,,,,,,0,0,0,0,0,0,4,1,1,1,3,1,1,1,0,0,0,0,0,0,0,,0,1,1,2016-09-14 22:57:25
CC-3485,1,confirmed_fraud,C00930,3264672,first_fraud_txn_id,2016-09-14 23:04:00,2016-09-18 22:04:00,2016-09-13 22:04:00,False,0.2,174.91,online,R,0,0,4,0,2,0,2,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,weak,weak,,weak,,weak,,,,0,0,0,18,17,22,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,1,2016-09-14 23:04:00
CC-3486,1,confirmed_fraud,C05686,3264837,first_fraud_txn_id,2016-09-14 23:45:35,2016-09-18 19:45:35,2016-09-13 22:48:06,False,0.33,58.95,in_person,W,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,weak,,,,,0,0,0,0,0,0,0,2,2,3,3,0,0,0,3,0,0,0,1,0,1,123.0,0,0,0,2016-09-14 23:45:35
CC-3487,1,confirmed_fraud,C04965,3265486,first_fraud_txn_id,2016-09-15 00:02:33,2016-09-19 02:02:33,2016-09-14 02:02:33,False,0.56,261.93,in_person,W,2,0,1,0,2,0,1,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,,strong,11,11,0,0,0,0,0,14,19,88,321,0,0,7,81,0,0,0,5,0,1,123.0,0,0,0,2016-09-15 00:02:33
CC-3488,1,confirmed_fraud,C13414,3266778,first_fraud_txn_id,2016-09-15 00:41:56,2016-09-19 17:41:56,2016-09-14 17:41:56,False,0.93,63.31,online,C,0,2,0,0,2,0,0,0,2,0,0,0,0,2,historical|network,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,medium,medium,,,1,1,0,3,2,4,2,1,1,2,2,1,1,2,0,0,0,0,0,0,0,,1,1,0,2016-09-15 00:41:56
CC-3489,1,confirmed_fraud,C11000,3264406,first_fraud_txn_id,2016-09-15 00:54:25,2016-09-16 15:54:25,2016-09-13 20:43:07,False,0.2,149.93,online,R,3,2,1,0,4,1,1,3,1,0,0,1,0,3,behavioral_identity|historical|network,1,0,0,0,1,0,0,0,0,0,0,1,1,,,,medium,,,,,,,,weak,strong,strong,medium,strong,13,12,1,3,2,4,4,58,73,154,589,11,14,32,122,0,0,0,35,0,0,,1,1,0,2016-09-15 00:54:25
CC-3490,1,confirmed_fraud,C12984,3266655,first_fraud_txn_id,2016-09-15 01:09:47,2016-09-18 17:09:47,2016-09-14 16:55:25,False,0.3,946.91,in_person,W,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,,,,0,0,0,0,0,0,0,3,3,7,13,0,0,0,7,0,0,0,2,0,1,231.0,1,0,1,2016-09-15 01:09:47
CC-3491,1,confirmed_fraud,C07562,3214820,first_fraud_txn_id,2016-09-15 01:31:52,2016-09-16 23:31:52,2016-08-28 21:14:15,False,0.63,36.52,online,C,2,1,1,0,2,1,1,2,0,0,0,1,0,1,historical,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,weak,,strong,medium,strong,5,4,1,0,0,0,1,209,212,248,504,209,212,248,0,0,0,0,201,0,0,,1,1,0,2016-09-15 01:31:52
CC-3492,1,confirmed_fraud,C01562,3267591,first_fraud_txn_id,2016-09-15 01:37:56,2016-09-19 21:37:56,2016-09-14 21:37:56,False,0.7,25.78,online,C,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,,,,,,0,0,0,0,0,0,1,1,1,1,8,1,1,1,0,0,0,0,0,0,0,,1,0,1,2016-09-15 01:37:56
